agencyCode,agencyName,currentUII,investmentName,investmentType,uniqueProjectId,projectId,agencyProjectId,projectName,projectGoal,infrastructureManagementCategory,projectStatus,tmfInitiative,softwareProject,incrementalDevelopment,iterationFrequencyAmount,iterationFrequencyUnits,iterativeDescription,plannedStartDate,projectedStartDate,actualStartDate,plannedEndDate,projectedEndDate,actualEndDate,plannedCost,projectedCost,actualCost,scheduleVariance(days),scheduleVariance(%),scheduleVarianceColor,costVariance($M),costVariance(%),costVarianceColor,updatedTime
009,"Department of Health and Human Services",009-000004158,"HRSA - BHW Management Information System Solution (BMISS)","Major IT Investments",62ed6ddc635106331f85bbe5,464880,62ed6ddc635106331f85bbe5,"HRSA - BMISS - FY2022 - DME 16","Provide commons services to other development projects within the Platform.",01,Completed,N/A,true,true,3,Months,Agile.,2022-07-01,2022-07-01,2022-07-01,2023-06-30,2023-06-30,2023-06-30,1.257,1.257,1.206,0,0,green,0.051,4.057279,green,"2023-07-24 11:37:01"
009,"Department of Health and Human Services",009-000348476,"CMS Quality Improvement Organizations (QIO) Information Systems","Major IT Investments",5fd904edc885704b4c711198,000441892,5fd904edc885704b4c711198,"QIO 2.0","Provide maintenance support for QIO deliverable tool, invoicing system and BFCC case review system",01,Completed,N/A,true,true,2,Weeks,"SAFe Agile methodologies - 2 week iteration and release schedules. ",2019-09-08,2019-09-08,2019-09-08,2020-09-07,2020-09-07,2020-09-07,5,5,5,0,0,green,0,0,green,"2022-10-12 12:24:36"
009,"Department of Health and Human Services",009-000005317,"FDA ORA Systems for Inspections, Recalls, Compliance and Enforcement (SIRCE)","Major IT Investments",63b5caf2ee025f462e984d6a,000463986,63b5caf2ee025f462e984d6a,"FDA ORA SIRCE LBS FY23","Automate State Mapping File Creation.
Establish the best match threshold for all the incoming FEIs.
Multi-PAC and PAF Processing
Enhance LBS schema for updates to the Sample Collection information
Process import samples to eliminate manual workaround",01,"In Progress",N/A,true,true,3,Months,agile,2022-09-30,2022-09-30,2022-09-30,2023-09-29,2023-09-29,,1.955,1.966,0,0,0,green,-0.011,-0.56266,green,"2023-05-23 19:31:36"
009,"Department of Health and Human Services",009-000001359,"IHS National Patient Information Reporting System (NPIRS) - - Maintenance and Enhancements","Major IT Investments",63485428323f990d639ff009,465755,63485428323f990d639ff009,"IHS FY22 Opioid Surveillance Dashboard (OSD) HOPE Phase II","Continue to satisfy opioid prescribing data report requirements to promote quality assurance oversight, inform potential issues, improve patient safety. New measures support expansion of integrated pain management approaches",01,"In Progress",N/A,false,true,11,Weeks,"This Project deploys following all 3 week sprint intervals",2022-07-11,2022-07-11,2022-07-11,2023-02-23,2023-08-31,,0.28,0,0,-189,-83.259912,green,0.28,100,red,"2023-07-24 10:58:33"
009,"Department of Health and Human Services",009-000000706,"HRSA - OIT Electronic Handbooks (EHBs)","Major IT Investments",5fd904afc885704b4c70f7dc,451952,5fd904afc885704b4c70f7dc,"EHB - FY20 Enterprise Site Repository (ESR) Modernization and Cloud Readiness","To create an enterprise-level view of approved HRSA sites and services by reconciling site addresses and service attributes information within a centralized repository with a real-time integration of all relevant systems.",01,Complete,,true,true,6,Months,Agile,,,2020-04-06,,,2021-07-05,,,1.295,9,2.0408,green,-0.00029499999999993,-0.028,green,"2021-10-05 16:44:32"
009,"Department of Health and Human Services",009-000004259,"CMS Coordination of Benefits/TROOP","Major IT Investments",63346f5b0f675f2867b02f4a,000462863,63346f5b0f675f2867b02f4a,"FIR v15 Implementation-OP1","PDTransfac must be able to support the next NCPDP HIPAA standards for V15 FIR transactions and certification testing for Part D Plan processors.
",01,"In Progress",N/A,true,true,1,Years,"Agile Methodology",2022-08-01,2022-08-01,2022-08-01,2023-07-31,2023-07-31,,0.123142,0.123142,0.110827,0,0,green,0,0,green,"2023-07-24 16:27:57"
009,"Department of Health and Human Services",009-000461768,"CDC Natl Ctr For Emerging and Zoonotic Infectious Diseases DCIPHER System as a Service","Major IT Investments",630912d04b60e7d8121c4f1f,461795,630912d04b60e7d8121c4f1f,"CDC NCEZID FY22 DCIPHER SaaS","This investment is focused on the successful migration of DCIPHER to the Palantir cloud and supporting activities related to onboarding new use cases to the DCIPHER platform; this includes support for responses.",01,Completed,N/A,true,true,8,Weeks,"Agile Commercial off the Shelf (COTS) development, along with a Scrum methodology.",2022-03-20,2022-03-20,2022-03-20,2023-03-19,2023-03-31,2023-03-19,7.4,7.4,7.4,0,0,green,0,0,green,"2023-05-23 18:46:46"
009,"Department of Health and Human Services",009-000000706,"HRSA - OIT Electronic Handbooks (EHBs)","Major IT Investments",5fd904afc885704b4c70f7bc,450190,5fd904afc885704b4c70f7bc,"EHB - FY19-20 Enterprise Application Enhancements and Data Analytics","Implement prioritized enhancements to the ESV and TATS modules to support program requirements.
Provide support for the Tableau Server Upgrade activity being performed by OIT.",01,Complete,,true,true,6,Months,Agile,,,2019-07-31,,,2021-04-30,,,6.252,0,0,green,0,0,green,"2021-10-25 09:30:06"
009,"Department of Health and Human Services",009-000409885,"CMS Encounter Data System Program","Major IT Investments",62dee19413159f42f0969324,462874,62dee19413159f42f0969324,"EDPS Pre-Production","Complete all components of contract start and deploying to production ",01,Completed,N/A,true,true,2,Weeks,Agile,2022-06-22,2022-06-22,2022-06-22,2022-12-14,2022-12-14,2022-12-14,3.269449,3.269449,3.269449,0,0,green,0,0,green,"2023-01-12 11:39:55"
009,"Department of Health and Human Services",009-000419507,"CMS Identity Management (IDM)","Major IT Investments",630d04d95a0e545f0360bc97,000462836,630d04d95a0e545f0360bc97,"IDM Enhancements & Maintenance (Aug 22 - April 23)","IDM enhancements to update operational capability and performance.",01,Completed,N/A,true,true,2,Weeks,"Agile methodology ",2022-08-24,2022-08-24,2022-08-24,2023-04-23,2023-04-23,2023-04-23,4.192,4.192,4.192,0,0,green,0,0,green,"2023-05-23 19:12:06"
009,"Department of Health and Human Services",009-000005344,"FDA CDRH Digital Transformation","Major IT Investments",618be0f0bdc84142d0171675,000463842,618be0f0bdc84142d0171675,"FDA CDRH DT CCP OY2","Option Year 2 enhancements for interactions between CDRH and Industry. Create transparency via a submission dashboard that improves eSubmission capability and allows regulated industry to see submission status.",01,"In Progress",N/A,true,true,3,Months,"Scrum-based iterative development with quarterly releases",2021-09-19,2021-09-19,2021-09-20,2022-09-19,2022-09-19,,3905.73253,3583.86066,2819.953189,0,4.383562,green,321.87187,8.241012,green,"2022-10-05 14:42:59"
009,"Department of Health and Human Services",009-000334166,"FDA CTP Organizational Operations","Major IT Investments",604a474c3076b642a6f6b08c,000463758,604a474c3076b642a6f6b08c,"FDA CTP OO CBAS Enhancements FY2021","Further implement enhancements and modernization of integrated CTP Acquisitions and Budget System",01,Complete,,true,true,3,Months,"Agile Incremental Development Methodology is implemented to include: Scrums and Kanbana",,,2021-03-01,,,2021-12-31,,,5,0,0,green,0.0061489999999997,-0.1778,green,"2022-03-15 08:49:09"
009,"Department of Health and Human Services",009-000000706,"HRSA - OIT Electronic Handbooks (EHBs)","Major IT Investments",63d2ec06643ff8dcff8da605,464910,63d2ec06643ff8dcff8da605,"HRSA - Operations and Maintenance: EHB - FY2022 - Project","This reflects the operations and maintenance costs for FY2022 ",01,"In Progress",N/A,true,true,6,Months,Agile/Iterative,2022-10-01,2022-10-01,2022-10-01,2023-09-30,2023-09-30,,16.821065,16.821065,0,0,0,green,0,0,green,"2023-03-27 08:08:58"
009,"Department of Health and Human Services",009-000463841,"FDA CDER Drug Supply Chain (DSC)","Major IT Investments",62d5896113159f42f0968822,000463880,62d5896113159f42f0968822,"FDA CDER DSC - DSIT Drug Shortage Modernization - Rel 4","To establish systems that will support new authorities granted by Congress and signed into law by President to FDA to collect and analyze drug manufacturer and distributor data in order to address supply chain vulnerabilities.",01,Completed,N/A,true,true,2,Weeks,"Agile Scrum",2022-07-01,2022-07-01,2022-07-01,2022-09-30,2022-09-30,2022-09-29,1.904,1.972,1.929,1,1.098901,green,-0.025,-1.313025,green,"2022-10-18 15:51:53"
009,"Department of Health and Human Services",009-000419507,"CMS Identity Management (IDM)","Major IT Investments",60faf2e8e5a8c8456fe87293,000462765,60faf2e8e5a8c8456fe87293,"IDM Enhancements and Maintenance (June 2021 - Jan 2022)","The goal of this project is to enhance IDM services and components through continuous integration and continuous delivery to improve process efficiency and integrated CMS business application support.",01,Completed,N/A,false,true,2,Weeks,"The iterative development methodology being employed is Scrum.",2021-06-07,2021-06-07,2021-06-07,2022-01-05,2022-01-05,2022-01-05,3.655,3.655,3.655,0,0,green,0,0,green,"2022-10-06 11:50:43"
009,"Department of Health and Human Services",009-000402093,"FDA CDER OTS Product Review & Approval","Major IT Investments",617c3832bdc84142d0170763,000463834,617c3832bdc84142d0170763,"FDA CDER OTS PR&A CISST 2.0 Implementation II","Developing and implementing a centralized tool to support managing, integrating, and harmonizing different disparate contributing data resources to bring together information and knowledge.",01,Completed,N/A,true,true,2,Months,Agile,2021-10-01,2021-10-01,2021-10-01,2022-09-30,2022-09-30,2022-09-30,2.1,2.1,2.1,0,0,green,0,0,green,"2022-10-27 08:34:29"
009,"Department of Health and Human Services",009-000005317,"FDA ORA Systems for Inspections, Recalls, Compliance and Enforcement (SIRCE)","Major IT Investments",604bcb9c3076b642a6f6b363,000463761,604bcb9c3076b642a6f6b363,"zFDA ORA SIRCE Data Exchange (DX) III","Incorporate additional data exchange business use cases and Lab data submission by States. ORA Partners Portal (ORAPP) Continue development portal framework. Increase Data Sharing State Participation.",01,Completed,N/A,true,true,3,Months,"Agile Methodology",2021-02-02,2021-02-02,2021-02-02,2022-06-20,2022-06-20,2022-06-20,3.8,3.8,3.729,0,0,green,0.071,1.868421,green,"2022-10-05 13:04:46"
009,"Department of Health and Human Services",009-000001380,"CDC Natl Ctr For Emerging and Zoonotic Infectious Diseases NHSN Systems","Major IT Investments",646a37d0b422c7bdded90929,461817,646a37d0b422c7bdded90929,"CDC NCEZID FY23 NHSN Original","2023 updates",01,"In Progress",N/A,true,true,3,Months,"Agile Scrum ",2023-01-01,2023-01-01,2023-01-01,2024-01-16,2023-12-27,,1.98579,1.98579,0,20,5.263158,green,0,0,green,"2023-07-24 09:05:12"
009,"Department of Health and Human Services",009-000446086,"FDA CDER Knowledge Management","Major IT Investments",62f169e6635106331f85bde6,000463947,62f169e6635106331f85bde6,"FDA CDER KM Data Lake and Analytics Service (Q4)","1) Establish CDERONE iDL encompassing FISMA High/Moderate multi-tenant cloud environment and COTS tools that is capable to support multiple analytical capabilities across CDER 2) Onboard and ingest enterprise structured, unstructured and semi-structu",01,Completed,,true,true,2,Weeks,Agile,2022-06-11,2022-06-11,2022-06-11,2022-07-13,2022-07-13,2022-07-13,0.195,0.195,0.242,0,0,green,-0.047,-24.102564,green,"2022-11-22 14:57:58"
009,"Department of Health and Human Services",009-000338727,"FDA CDER Integrated Work Management","Major IT Investments",61f2eb2ff88abe42dfdf6c2b,000463884,61f2eb2ff88abe42dfdf6c2b,"FDA CDER IWM - Inbound Transformation FY22 (Q2)","Support CDER Office of Business Informatics to effectively optimize the Inbound Submission Processing and Integrated Work Management  capability for 21st Century Drug Review",01,Complete,,true,true,2,Weeks,"Agile Scrum",,,2022-01-01,,,2022-03-31,,,1.573,0,0,green,-0.013,0.8264,green,"2022-03-06 14:50:56"
009,"Department of Health and Human Services",009-000004158,"HRSA - BHW Management Information System Solution (BMISS)","Major IT Investments",5ff885bc7023e442659e51a0,464745,5ff885bc7023e442659e51a0,"BMISS 2021-06","Develop PDF generation service for Application Modernization",01,Complete,,true,true,3,Weeks,Agile,,,2021-01-01,,,2021-05-31,,,0.188,3,2,green,-0.004,-2.139,green,"2021-09-17 23:33:57"
009,"Department of Health and Human Services",009-000452168,"IHS Modernization Health IT System & Support (mHITSS) ","Major IT Investments",61d84e9a4cd36242e53c98dd,465761,61d84e9a4cd36242e53c98dd,"Health FFRDC Health IT Modernization Strategic Support - Year 2 OY1","The purpose of the project is to continue to advance the HIT Modernization Initiative. The primary objective is to evolve HIT Modernization Program Management Office (PMO) capabilities and manage the portfolio of projects to deliver a modern HIT.",01,Completed,,false,false,0,,,2021-10-25,2021-10-25,2021-10-25,2022-10-24,2022-10-24,2022-10-24,18.1042,18.1042,17.706611,0,0,green,0.397589,2.196115,green,"2023-06-27 14:12:57"
009,"Department of Health and Human Services",009-000001397,"HHS Unified Financial Management System (UFMS) Investment","Major IT Investments",62fa4e99db3e1a5cb0771110,468732,62fa4e99db3e1a5cb0771110,"g-Invoicing Implementation","G-Invoicing will provide common platform to process intra-governmental transactions, improve data quality/reliability, provide transparency, drive more accurate accounting/reporting, and address a long-standing material weakness.",01,Completed,N/A,true,true,1,Months,"Follows HHS EPLC",2021-08-31,2021-08-31,2021-08-31,2023-04-30,2023-04-30,2023-04-30,14.16455,14.16455,14.16455,0,0,green,0,0,green,"2023-05-23 19:51:01"
009,"Department of Health and Human Services",009-000001378,"CDC PHIN: National Electronic Disease Surveillance System","Major IT Investments",5fd904b1c885704b4c70f8b4,421075,5fd904b1c885704b4c70f8b4,"CDC CSELS NEDSS Base System","Enhance the system to improve performance and provide new functionality for collecting, monitoring, analyzing and reporting disease data. Implement new MMGs developed by CDC for case notification.",01,"In Progress",N/A,true,true,6,Months,"The project uses the Agile methodology. ",2018-02-12,2018-02-12,2018-02-12,2024-03-31,2024-03-31,,29.33,30.616479,0,0,0,green,-1.286479,-4.386222,green,"2023-07-24 09:05:10"
009,"Department of Health and Human Services",009-000001361,"HRSA - BHW National Practitioner Data Bank (NPDB)","Major IT Investments",6113474ff1201542ba976962,464804,6113474ff1201542ba976962,"HRSA - NPDB FY21 FY22 DME - Release 7.9","HRSA - NPDB FY21 FY22  DME- Release 7.9",01,"In Progress",,true,true,15,Days,"Agile methodology",,,,,,,,,,0,0,green,0.014,-0.5176,green,"2022-03-09 15:13:30"
009,"Department of Health and Human Services",009-000004158,"HRSA - BHW Management Information System Solution (BMISS)","Major IT Investments",627935e1213ca642eae7672d,464854,627935e1213ca642eae7672d,"HRSA - BMISS - FY2022 - 07","Modernize the participant domain of the BMISS Platform.",01,Completed,N/A,true,true,3,Months,Agile.,2022-04-01,2022-04-01,2022-04-01,2023-03-31,2023-03-31,2023-03-31,2.87,2.87,2.844,0,0,green,0.026,0.905923,green,"2023-04-26 09:31:45"
009,"Department of Health and Human Services",009-000005344,"FDA CDRH Digital Transformation","Major IT Investments",63811cfd7a4d833748990104,463962,63811cfd7a4d833748990104,"FDA CDRH DT CCP FY23","Enhance interactions between CDRH and Industry. Create transparency via a submission dashboard that improves eSubmission capability and allows regulated industry to track submission status.",01,Completed,N/A,true,true,3,Months,"Scrum-based iterative development with quarterly releases",2022-09-20,2022-09-20,2022-09-20,2023-09-19,2023-09-19,2023-02-28,2.187431,1.418509,1.41851,203,55.769231,red,0.768921,35.151783,red,"2023-04-12 10:12:46"
